"Map1","Map2","Choice","MapVote","Date","FullPartial","Result","Eliminations","Deaths","Score","Damage","TotalXP","PrimaryWeapon","XPType","DidPlayerVote","GameType","Confirms","Denies","Objectives","ObjectiveKills","Captures","Diffuses","Plants","Time_Sec","Time_Min"
"Zoo","Deprogram","Zoo","1 to 0",2021-12-26,"Full","250-104",25,18,3720,684,23495,"M60","Double XP + 10%","No","HC - Hardpoint",NA,NA,NA,9,NA,NA,NA,14,2
NA,NA,"Echelon",NA,2021-12-26,"Partial","73-250",7,3,1350,191,5888,"M60","Double XP + 10%","No","HC - Hardpoint",NA,NA,NA,3,NA,NA,NA,4,0
"Apocalypse","Standoff","Apocalypse","1 to 0",2021-12-26,"Full","153-250",8,26,1505,216,17742,"M60","Double XP + 10%","No","HC - Hardpoint",NA,NA,NA,4,NA,NA,NA,0,1
"Standoff","Hijacked","Standoff","1 to 0",2021-12-28,"Full","100-68",9,16,900,252,11789,"M60","Double XP + 10%","No","HC - TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moscow","Raid","Raid","3 to 0",2021-12-28,"Full","100-75",12,14,2965,336,17855,"M60","Double XP + 10%","No","HC - TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moscow","Amerika","Amerika","2 to 0",2021-12-28,"Full","70-100",10,15,2230,280,9643,"M60","Double XP + 10%","No","HC - TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Slums","Cartel","Slums","3 to 1",2021-12-28,"Full","100-87",13,11,2415,314,21487,"M60","Double XP + 10%","No","HC - TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Armada Strike","Crossroads Strike","Crossroads Strike","3 to 0",2021-12-28,"Full","100-70",20,11,3300,533,10726,"M60","Double XP + 10%","No","HC - TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miami Strike","Collateral Strike","Miami Strike","3 to 0",2021-12-28,"Full","100-79",22,11,5060,594,14000,"M60","Double XP + 10%","No","HC - TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Standoff","Yamantau","Standoff","4 to 0",2021-12-28,"Full","100-70",13,8,2865,366,13814,"M60","Double XP + 10%","No","HC - TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drive-In","Checkmate","Checkmate","2 to 0",2021-12-28,"Full","92-88",19,14,3490,519,20554,"M60","Double XP + 10%","No","HC - TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zoo","Hijacked","Zoo","3 to 3",2021-12-28,"Full","61-100",8,14,1230,224,8635,"M60","Double XP + 10%","No","HC - TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Raid","Satellite","Raid","2 to 0",2021-12-28,"Full","83-100",17,16,4475,468,16423,"M60","Double XP + 10%","No","HC - TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Collateral Strike","Armada Strike","Collateral Strike","4 to 1",2021-12-28,"Full","100-68",21,10,3965,588,21487,"M60","Double XP + 10%","No","HC - TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Echelon","Express","Express","3 to 1",2021-12-28,"Full","81-100",17,23,2295,476,19345,"M60","Double XP + 10%","No","HC - TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Apocalypse","Nuketown '84","Nuketown '84","4 to 3",2021-12-28,"Full","92-100",15,14,3690,398,10537,"M60","Double XP + 10%","No","HC - TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Pines","Cartel","The Pines","4 to 1",2021-12-28,"Full","100-87",12,13,1765,341,17267,"M60","Double XP + 10%","No","HC - TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cartel","Moscow","Moscow","3 to 1",2021-12-28,"Full","90-74",15,16,2500,420,19181,"M60","Double XP + 10%","Yes","HC - TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Collateral Strike","Cartel","Collateral Strike","2 to 0",2021-12-28,"Full","100-82",20,13,3180,515,15810,"M60","Double XP + 10%","No","HC - TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drive-In","Apocalypse","Drive-In","2 to 1",2021-12-28,"Full","100-92",11,11,2730,308,16543,"M60","Double XP + 10%","No","HC - TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Cartel",NA,2021-12-29,"Full","79-250",22,20,3235,584,16886,"M60","Double XP + 10%","No","HC - Hardpoint",NA,NA,NA,16,NA,NA,NA,59,0
"Drive-In","Deprogram","Drive-In","3 to 0",2021-12-29,"Full","250-141",25,25,3330,672,26942,"M60","Double XP + 10%","No","HC - Hardpoint",NA,NA,NA,21,NA,NA,NA,25,2
NA,NA,"Deprogram",NA,2021-12-29,"Full","164-250",18,25,2895,491,15850,"M60","Double XP + 10%","No","HC - Hardpoint",NA,NA,NA,5,NA,NA,NA,38,0
"Checkmate","Standoff","Checkmate","0 to 0",2021-12-29,"Full","250-119",27,29,4130,725,20315,"M60","Double XP + 10%","No","HC - Hardpoint",NA,NA,NA,13,NA,NA,NA,14,2
NA,NA,"Raid",NA,2021-12-29,"Full","190-250",14,30,2420,392,14168,"M60","Double XP + 10%","No","HC - Hardpoint",NA,NA,NA,8,NA,NA,NA,27,1
"Checkmate","Moscow","Checkmate","3 to 0",2021-12-29,"Full","188-250",28,24,3980,761,20615,"M60","Double XP + 10%","No","HC - Hardpoint",NA,NA,NA,17,NA,NA,NA,39,1
"Crossroads Strike","Slums","Crossroads Strike","1 to 1",2021-12-29,"Full","250-57",12,13,1470,303,10735,"M60","Double XP + 10%","Yes","HC - Hardpoint",NA,NA,NA,3,NA,NA,NA,25,1
"Armada Strike","Cartel","Cartel","4 to 2",2021-12-29,"Full","250-153",23,21,4170,620,26733,"M60","Double XP + 10%","No","HC - Hardpoint",NA,NA,NA,15,NA,NA,NA,14,1
"Deprogram","Armada Strike","Deprogram","2 to 1",2021-12-29,"Full","250-143",19,21,3315,521,19492,"M60","Double XP + 10%","No","HC - Hardpoint",NA,NA,NA,8,NA,NA,NA,4,2
"Collateral Strike","Nuketown '84","Collateral Strike","3 to 2",2021-12-29,"Full","47-250",3,16,1045,103,9569,"M60","Double XP + 10%","No","HC - Hardpoint",NA,NA,NA,3,NA,NA,NA,15,0
"Garrison","Apocalypse","Garrison","0 to 0",2021-12-29,"Full","250-198",36,16,5645,1011,24855,"M60","Double XP + 10%","No","HC - Hardpoint",NA,NA,NA,15,NA,NA,NA,41,1
"The Pines","Amerika","Amerika","4 to 1",2021-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","HC - Hardpoint",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Raid",NA,2021-12-29,"Full","250-167",28,20,2455,438,16477,"M60","Double XP + 10%","No","HC - Hardpoint",NA,NA,NA,15,NA,NA,NA,22,1
"Echelon","Slums","Slums","4 to 3",2021-12-29,"Full","250-125",15,12,2820,420,15432,"M60","Double XP + 10%","No","HC - Hardpoint",NA,NA,NA,11,NA,NA,NA,5,2
"Raid","Collateral Strike","Raid","3 to 2",2021-12-30,"Full","139-250",13,25,1225,333,11758,"M60","Double XP + 10%","No","HC - Hardpoint",NA,NA,NA,4,NA,NA,NA,43,0
"Crossroads Strike","Drive-In","Crossroads Strike","1 to 1",2021-12-30,"Full","159-250",23,32,2905,654,14828,"M60","Double XP + 10%","No","HC - Hardpoint",NA,NA,NA,8,NA,NA,NA,47,0
"Satellite","Diesel","Satellite","2 to 0",2021-12-30,"Full","250-161",19,17,2565,500,15982,"M60","Double XP + 10%","No","HC - Hardpoint",NA,NA,NA,8,NA,NA,NA,34,1
"Collateral Strike","Rush","Collateral Strike","0 to 0",2021-12-30,"Full","250-117",29,23,2980,734,19652,"M60","Double XP + 10%","No","HC - Hardpoint",NA,NA,NA,15,NA,NA,NA,45,1
"Raid","Echelon","Raid","3 to 0",2021-12-30,"Full","178-250",26,20,3820,724,15161,"M60","Double XP + 10%","No","HC - Hardpoint",NA,NA,NA,19,NA,NA,NA,18,2
"Zoo","Drive-In","Drive-In","5 to 1",2021-12-30,"Full","250-171",33,16,5170,858,24685,"M60","Double XP + 10%","No","HC - Hardpoint",NA,NA,NA,18,NA,NA,NA,59,1
NA,NA,"Deprogram",NA,2021-12-30,"Full","149-250",10,27,1380,278,15185,"M60","Double XP + 10%","No","HC - Hardpoint",NA,NA,NA,5,NA,NA,NA,59,0
"Crossroads Strike","Moscow","Crossroads Strike","4 to 0",2021-12-30,"Full","250-195",14,16,3010,391,14541,"M60","Double XP + 10%","No","HC - Hardpoint",NA,NA,NA,8,NA,NA,NA,35,2
"Cartel","Crossroads Strike","Cartel","1 to 1",2021-12-30,"Full","190-209",28,26,3930,706,18042,"M60","Double XP + 10%","No","HC - Hardpoint",NA,NA,NA,14,NA,NA,NA,27,1
NA,NA,"Diesel",NA,2021-12-31,"Partial","250-217",10,16,1850,280,13736,"M60","Double XP + 10%","No","HC - Hardpoint",NA,NA,NA,8,NA,NA,NA,15,1
NA,NA,"Miami Strike",NA,2021-12-31,"Full","211-250",26,16,3445,687,19469,"M60","Double XP + 10%","No","HC - Hardpoint",NA,NA,NA,11,NA,NA,NA,58,1
"Satellite","Yamantau","Satellite","1 to 0",2021-12-31,"Full","144-250",20,24,2255,547,15509,"M60","Double XP + 10%","No","HC - Hardpoint",NA,NA,NA,7,NA,NA,NA,17,1
NA,NA,"Standoff",NA,2021-12-31,"Full","250-207",21,22,2780,559,23013,"M60","Double XP + 10%","No","HC - Hardpoint",NA,NA,NA,11,NA,NA,NA,5,2
"Miami Strike","Satellite","Miami Strike","1 to 1",2021-12-31,"Full","225-250",27,19,2785,683,19496,"M60","Double XP + 10%","No","HC - Hardpoint",NA,NA,NA,9,NA,NA,NA,5,1
NA,NA,"Hijacked",NA,2022-01-01,"Partial","250-227",11,17,1740,285,13453,"M60","Double XP + 10%","No","HC - Hardpoint",NA,NA,NA,7,NA,NA,NA,15,1
"Express","Deprogram","Express","1 to 1",2022-01-01,"Full","250-166",23,17,3465,607,19672,"M60","Double XP + 10%","No","HC - Hardpoint",NA,NA,NA,9,NA,NA,NA,54,1
"Checkmate","Cartel","Checkmate","3 to 0",2022-01-01,"Full","184-250",28,26,4210,738,41163,"M60","Double XP + 10%","No","HC - Hardpoint",NA,NA,NA,8,NA,NA,NA,43,0
NA,NA,"Cartel",NA,2022-01-01,"Partial","128-250",5,15,1055,140,7197,"Pellington","Double XP + 10%","No","HC - Hardpoint",NA,NA,NA,3,NA,NA,NA,30,0
"Moscow","Yamantau","Moscow","0 to 0",2022-01-01,"Full","149-250",11,24,1715,307,13331,"Pellington","Double XP + 10%","No","HC - Hardpoint",NA,NA,NA,8,NA,NA,NA,13,0
"Raid","Zoo","Raid","4 to 0",2022-01-01,"Full","250-203",14,21,2075,399,16124,"Pellington","Double XP + 10%","No","HC - Hardpoint",NA,NA,NA,7,NA,NA,NA,16,2
NA,NA,"Armada Strike",NA,2022-01-01,"Full","250-236",34,17,6205,868,37162,"Pellington","Double XP + 10%","No","HC - Hardpoint",NA,NA,NA,19,NA,NA,NA,44,1
"Crossroads Strike","Armada Strike","Crossroads Strike","2 to 1",2022-01-01,"Full","250-56",7,11,1855,186,9574,"Pellington","Double XP + 10%","No","HC - Hardpoint",NA,NA,NA,5,NA,NA,NA,19,1
NA,NA,"Zoo",NA,2022-01-02,"Partial","63-51",1,9,255,58,3060,"Pellington","Double XP + 10%","No","HC - Kill Confirmed",1,2,3,NA,NA,NA,NA,NA,NA
"Rush","Deprogram","Rush","2 to 1",2022-01-02,"Full","65-46",5,12,610,138,9253,"Pellington","Double XP + 10%","No","HC - Kill Confirmed",4,4,8,NA,NA,NA,NA,NA,NA
NA,NA,"Yamantau",NA,2022-01-02,"Full","47-65",5,22,965,157,9394,"Pellington","Double XP + 10%","No","HC - Kill Confirmed",5,6,11,NA,NA,NA,NA,NA,NA
"Hijacked","Satellite","Hijacked","2 to 1",2022-01-02,"Full","100-83",12,15,1295,323,14756,"Pellington","Double XP + 10%","No","HC - TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crossroads Strike","Standoff","Crossroads Strike","3 to 3",2022-01-02,"Full","89-100",9,16,975,247,9736,"Pellington","Double XP + 10%","No","HC - TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Armada Strike",NA,2022-01-02,"Partial","85-73",6,14,1510,168,10882,"Pellington","Double XP + 10%","No","HC - TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Standoff","Yamantau","Standoff","4 to 0",2022-01-02,"Full","84-100",10,20,1260,251,16144,"Pellington","Double XP + 10%","No","HC - TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Slums",NA,2022-01-02,"Full","71-100",12,19,975,322,15198,"Pellington","Double XP + 10%","No","HC - TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Echelon",NA,2022-01-02,"Partial","63-100",3,8,605,84,7750,"Pellington","Double XP + 10%","No","HC - TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amerika","Checkmate","Checkmate","2 to 1",2022-01-02,"Full","100-58",11,14,1535,252,25189,"Pellington","Double XP + 10%","No","HC - TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Slums","Raid","Raid","2 to 1",2022-01-02,"Full","79-100",12,17,2350,335,12292,"Pellington","Double XP + 10%","No","HC - TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nuketown '84","Drive-In","Nuketown '84","4 to 2",2022-01-02,"Full","100-55",21,8,4085,566,14720,"AK-47","Double XP + 10%","No","HC - TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miami Strike","Rush","Rush","2 to 0",2022-01-02,"Full","37-100",12,17,2280,325,10401,"AK-47","Double XP + 10%","No","HC - TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crossroads Strike","Yamantau","Crossroads Strike","4 to 3",2022-01-02,"Full","100-42",19,7,3905,530,10645,"AK-47","Double XP + 10%","No","HC - TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moscow","Drive-In","Drive-In","5 to 0",2022-01-02,"Full","100-87",23,16,3510,582,21373,"AK-47","Double XP + 10%","No","HC - TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Standoff","Deprogram","Standoff","2 to 1",2022-01-02,"Full","100-71",16,13,2660,432,21444,"AK-47","Double XP + 10%","No","HC - TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Pines","Garrison","The Pines","3 to 1",2022-01-02,"Full","84-100",16,20,2760,425,17822,"AK-47","Double XP + 10%","No","HC - TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miami Strike","Rush","Miami Strike","1 to 0",2022-01-02,"Full","100-94",26,10,7195,728,23561,"AK-47","Double XP + 10%","No","HC - TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cartel","Echelon","Cartel","2 to 1",2022-01-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","HC - TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Diesel",NA,2022-01-02,"Full","100-79",24,11,4030,666,19190,"AK-47","Double XP + 10%","No","HC - TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Standoff","Echelon","Standoff","4 to 0",2022-01-02,"Full","77-100",14,18,2120,388,13910,"AK-47","Double XP + 10%","No","HC - TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zoo","Satellite","Zoo","2 to 1",2022-01-02,"Full","100-57",21,11,3810,561,18220,"AK-47","Double XP + 10%","No","HC - TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Satellite",NA,2022-01-02,"Partial","250-67",5,4,400,127,4917,"AK-47","Double XP + 10%","No","HC - Hardpoint",NA,NA,NA,3,NA,NA,NA,8,0
"Moscow","Zoo","Moscow","1 to 0",2022-01-02,"Full","161-250",30,20,5835,792,31894,"AK-47","Double XP + 10%","No","HC - Hardpoint",NA,NA,NA,19,NA,NA,NA,16,1
"Slums","Apocalypse","Slums","3 to 0",2022-01-02,"Full","97-250",19,18,3845,549,14298,"AK-47","Double XP + 10%","No","HC - Hardpoint",NA,NA,NA,7,NA,NA,NA,41,0
"Armada Strike","Standoff","Standoff","2 to 0",2022-01-02,"Full","250-101",8,16,1875,224,11421,"AK-47","Double XP + 10%","No","HC - Hardpoint",NA,NA,NA,4,NA,NA,NA,14,2
"Collateral Strike","Deprogram","Collateral Strike","2 to 0",2022-01-02,"Full","237-250",23,25,4075,617,25091,"AK-47","Double XP + 10%","No","HC - Hardpoint",NA,NA,NA,8,NA,NA,NA,21,1
"Crossroads Strike","Raid","Crossroads Strike","2 to 2",2022-01-02,"Full","38-250",9,19,1190,252,12904,"AK-47","Double XP + 10%","No","HC - Hardpoint",NA,NA,NA,3,NA,NA,NA,25,0
"Yamantau","Garrison","Yamantau","3 to 0",2022-01-02,"Full","250-66",20,17,3140,532,16034,"AK-47","Double XP + 10%","No","HC - Hardpoint",NA,NA,NA,5,NA,NA,NA,7,2
"Express","Drive-In","Drive-In","2 to 0",2022-01-04,"Full","250-208",27,23,4830,757,27373,"AUG","Double XP + 10%","No","HC - Hardpoint",NA,NA,NA,21,NA,NA,NA,9,3
"Collateral Strike","Checkmate","Checkmate","4 to 2",2022-01-04,"Full","250-173",26,29,3680,672,14594,"AUG","10% Boost","No","HC - Hardpoint",NA,NA,NA,16,NA,NA,NA,49,1
NA,NA,"Standoff",NA,2022-01-05,"Partial","250-179",7,8,1000,182,11349,"AUG","10% Boost","No","HC - Hardpoint",NA,NA,NA,3,NA,NA,NA,13,1
"Echelon","Zoo","Echelon","3 to 3",2022-01-05,"Full","250-24",9,8,1570,227,8031,"AUG","10% Boost","No","HC - Hardpoint",NA,NA,NA,4,NA,NA,NA,27,1
"Nuketown '84","Armada Strike","Nuketown '84","2 to 0",2022-01-05,"Full","240-234",39,38,5865,1040,31190,"AUG","Double XP + 10%","No","HC - Hardpoint",NA,NA,NA,14,NA,NA,NA,51,1
NA,NA,"Hijacked",NA,2022-01-07,"Partial","100-90",18,8,4385,493,13188,"AUG","10% Boost","No","HC - TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Garrison",NA,2022-01-07,"Partial","108-250",16,16,2495,447,12321,"AUG","10% Boost","No","HC - Hardpoint",NA,NA,NA,4,NA,NA,NA,5,1
"Collateral Strike","Rush","Collateral Strike","0 to 0",2022-01-08,"Full","39-250",14,19,1610,364,15805,"AUG","Double XP + 10%","No","HC - Hardpoint",NA,NA,NA,12,NA,NA,NA,21,0
"Checkmate","Slums","Slums","6 to 0",2022-01-08,"Full","168-250",18,29,1870,197,14160,"AUG","Double XP + 10%","No","HC - Hardpoint",NA,NA,NA,5,NA,NA,NA,32,1
"Drive-In","Deprogram","Drive-In","3 to 0",2022-01-08,"Full","250-149",19,27,2725,499,12335,"AUG","10% Boost","No","HC - Hardpoint",NA,NA,NA,11,NA,NA,NA,17,1
"Express","Miami Strike","Miami Strike","5 to 1",2022-01-14,"Full","197-250",27,21,4110,695,31085,"AUG","Double XP + 10%","No","HC - Hardpoint",NA,NA,NA,15,NA,NA,NA,49,1
"Checkmate","Apocalypse","Checkmate","1 to 0",2022-01-14,"Full","250-209",25,26,4685,653,26089,"AUG","Double XP + 10%","No","HC - Hardpoint",NA,NA,NA,19,NA,NA,NA,16,3
NA,NA,"Express",NA,2022-01-14,"Full","227-250",22,27,3780,572,22605,"AUG","Double XP + 10%","No","HC - Hardpoint",NA,NA,NA,13,NA,NA,NA,38,2
NA,NA,"Diesel",NA,2022-01-14,"Partial","250-149",19,19,2905,525,33786,"AUG","Double XP + 10%","No","HC - Hardpoint",NA,NA,NA,6,NA,NA,NA,11,1
"Moscow","Deprogram","Deprogram","1 to 0",2022-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","HC - Hardpoint",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Standoff",NA,2022-01-14,"Full","250-215",19,26,2225,461,21726,"AUG","Double XP + 10%","No","HC - Hardpoint",NA,NA,NA,7,NA,NA,NA,59,0
"Miami Strike","Apocalypse","Apocalypse","2 to 0",2022-01-14,"Full","118-250",20,28,2280,473,14561,"AUG","Double XP + 10%","No","HC - Hardpoint",NA,NA,NA,11,NA,NA,NA,22,0
"Moscow","Rush","Rush","3 to 0",2022-01-14,"Full","250-171",12,18,1930,320,18540,"AUG","Double XP + 10%","No","HC - Hardpoint",NA,NA,NA,7,NA,NA,NA,7,2
NA,NA,"Drive-In",NA,2022-01-15,"Partial","196-250",9,26,1695,217,15865,"AUG","Double XP + 10%","No","HC - Hardpoint",NA,NA,NA,5,NA,NA,NA,38,1
"The Pines","Yamantau","Yamantau","3 to 0",2022-01-15,"Full","250-157",20,24,2725,559,17044,"AUG","Double XP + 10%","No","HC - Hardpoint",NA,NA,NA,7,NA,NA,NA,6,2
NA,NA,"Miami Strike",NA,2022-01-15,"Partial","68-100",14,12,2820,392,14050,"AUG","Double XP + 10%","No","HC - TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Satellite",NA,2022-01-15,"Full","98-96",30,15,6315,802,24761,"AUG","Double XP + 10%","No","HC - TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Armada Strike",NA,2022-01-16,"Full","100-64",15,10,3085,419,20384,"AUG","Double XP + 10%","No","HC - TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zoo","Nuketown '84","Nuketown '84","3 to 1",2022-01-16,"Full","100-35",12,3,2550,322,9041,"AUG","Double XP + 10%","No","HC - TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Garrison","Moscow","Garrison","2 o 0",2022-01-16,"Full","46-100",11,22,2505,339,12403,"AUG","Double XP + 10%","No","HC - TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miami Strike","Express","Express","4 to 3",2022-01-16,"Full","100-83",13,13,2010,354,15312,"AUG","Double XP + 10%","No","HC - TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nuketown '84","Miami Strike","Miami Strike","4 to 1",2022-01-16,"Full","200-135",17,21,3635,479,21065,"AUG","Double XP + 10%","No","HC - Domination",NA,NA,18,8,10,NA,NA,NA,NA
"Hijacked","Crossroads Strike","Crossroads Strike","3 to 1",2022-01-16,"Full","179-200",23,28,4655,604,20323,"AUG","Double XP + 10%","No","HC - Domination",NA,NA,24,13,11,NA,NA,NA,NA
NA,NA,"Armada Strike",NA,2022-01-17,"Full","250-95",20,18,2300,549,22143,"AUG","Double XP + 10%","No","HC - Hardpoint",NA,NA,NA,9,NA,NA,NA,7,2
NA,NA,"Crossroads Strike",NA,2022-01-17,"Full","250-166",15,31,2985,351,15371,"AUG","Double XP + 10%","No","HC - Hardpoint",NA,NA,NA,7,NA,NA,NA,0,2
"Zoo","The Pines","Zoo","2 to 0",2022-01-17,"Full","150-250",13,33,2205,377,14000,"AUG","Double XP + 10%","No","HC - Hardpoint",NA,NA,NA,3,NA,NA,NA,2,1
"Slums","Drive-In","Drive-In","2 to 0",2022-01-17,"Full","250-104",17,17,2350,470,22907,"AUG","Double XP + 10%","No","HC - Hardpoint",NA,NA,NA,8,NA,NA,NA,23,1
"Checkmate","Amerika","Checkmate","1 to 0",2022-01-17,"Full","250-89",14,14,2680,381,17221,"AUG","Double XP + 10%","No","HC - Hardpoint",NA,NA,NA,11,NA,NA,NA,34,2
"Standoff","Crossroads Strike","Crossroads Strike","3 to 1",2022-01-17,"Full","100-86",17,17,3350,488,13315,"AK-47","Double XP + 10%","No","HC - TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Echelon","Cartel","Cartel","3 to 2",2022-01-17,"Full","76-53",13,9,2550,348,22765,"AK-47","Double XP + 10%","No","HC - TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Checkmate","Rush","Checkmate","3 to 1",2022-01-17,"Full","86-91",24,17,4995,657,19759,"AK-47","Double XP + 10%","No","HC - TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Amerika",NA,2022-01-29,"Partial","100-86",7,11,1415,195,4083,"Groza","10% Boost","No","HC - TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Armada Strike","Collateral Strike","Armada Strike","3 to 1",2022-01-29,"Full","100-91",17,15,2920,420,9285,"Groza","10% Boost","No","HC - TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Amerika",NA,2022-01-29,"Partial","99-100",10,12,2570,227,7029,"Groza","10% Boost","No","HC - TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Raid","Express","Raid","1 to 1",2022-01-29,"Full","95-100",21,16,8710,545,17454,"Groza","10% Boost","No","HC - TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yamantau","Amerika","Yamantau","1 to 1",2022-01-30,"Full","250-196",42,17,8705,1124,14541,"Groza","10% Boost","No","HC - Hardpoint",NA,NA,NA,30,NA,NA,NA,14,3
"Garrison","Moscow","Moscow","4 to 1",2022-01-30,"Full","250-44",13,5,3845,363,15442,"Groza","Double XP + 10%","No","HC - Hardpoint",NA,NA,NA,7,NA,NA,NA,45,2
"Moscow","Cartel","Moscow","1 to 1",2022-01-30,"Full","89-100",12,21,2030,335,20958,"Groza","Double XP + 10%","No","HC - TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Pines","Echelon","Echelon","3 to 2",2022-02-02,"Full","100-91",18,19,2630,488,9519,"Groza","10% Boost","No","HC - TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Standoff",NA,2022-02-04,"Full","100-54",21,6,3285,588,9211,"Groza","10% Boost","No","HC - TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Slums","Raid","Raid","5 to 1",2022-02-04,"Full","100-68",13,11,2820,364,11712,"Groza","10% Boost","No","HC - TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Express","Checkmate","Express","1 to 0",2022-02-04,"Full","95-99",16,18,2250,424,8920,"Groza","10% Boost","No","HC - TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moscow","Hijacked","Hijacked","4 to 1",2022-02-04,"Full","100-82",6,13,1590,168,5624,"Groza","10% Boost","No","HC - TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moscow","The Pines","The Pines","1 to 0",2022-02-05,"Full","182-250",28,26,3550,728,19902,"Groza","Double XP + 10%","No","HC - Hardpoint",NA,NA,NA,15,NA,NA,NA,0,2
"Slums","Apocalypse","Slums","0 to 0",2022-02-05,"Full","250-185",16,17,3070,425,19489,"Groza","Double XP + 10%","No","HC - Hardpoint",NA,NA,NA,14,NA,NA,NA,55,2
"Echelon","Checkmate","Checkmate","4 to 2",2022-02-05,"Full","88-99",16,20,2405,472,19675,"Groza","Double XP + 10%","No","HC - TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Echelon","Express","Express","2 to 0",2022-02-06,"Full","100-89",15,6,4500,401,16139,"Groza","Double XP + 10%","No","HC - TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zoo","Echelon","Zoo","1 to 1",2022-02-06,"Full","100-60",18,10,2765,528,11255,"Groza","10% Boost","No","HC - TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yamantau","Garrison","Yamantau","1 to 0",2022-02-06,"Full","250-87",20,15,2975,513,9805,"Groza","10% Boost","No","HC - Hardpoint",NA,NA,NA,14,NA,NA,NA,42,2
NA,NA,"Echelon",NA,2022-02-07,"Full","90-90",15,18,1740,419,8462,"Groza","10% Boost","No","HC - TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
